Format Version,1.22,Take Name,Section1 No4,Capture Frame Rate,256,Export Frame Rate,256,Capture Start Time,2019-12-12 06.03.40.923 ÂçàÂæ?Total Frames in Take,33126,Total Exported Frames,33126,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Glob,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1583,6.183594,1.20E-05,-2.10E-05,-6.40E-05,-1,-48.21397,-4.197104,31.549107,0.01326,-98.877548,-4.586192,80.957809,0.996882,1.880944,-4.078048,82.728516,0.994985,2.267406,-3.835273,-17.374695,0.997161,-98.126678,-4.288902,-20.115192,0.997712,-98.884232,-4.585161,80.959793,1.896802,-4.087185,82.718689,2.265429,-3.830885,-17.360109,-98.132271,-4.285335,-20.122952,,,,,,,,,,,,,,,,,,
1584,6.1875,7.50E-05,-2.90E-05,2.50E-05,-1,-48.214886,-4.916667,31.55788,0.019838,-98.877785,-5.290479,80.967415,0.994621,1.880832,-4.800129,82.736504,0.994379,2.265804,-4.57002,-17.366734,0.997048,-98.128395,-5.006042,-20.105644,0.994113,-98.889061,-5.286518,80.972969,1.90206,-4.807703,82.737846,2.272081,-4.575944,-17.363783,-98.141167,-4.99926,-20.117891,,,,,,,,,,,,,,,,,,
1585,6.191406,0.000194,-4.50E-05,-3.00E-06,-1,-48.227669,-3.688917,31.646709,0.008425,-98.888939,-4.053792,81.057983,0.998009,1.869712,-3.557288,82.823669,0.997777,2.251409,-3.351101,-17.279636,0.997218,-98.14286,-3.793488,-20.015165,0.99857,-98.892761,-4.052068,81.06044,1.877208,-3.559584,82.817062,2.244227,-3.346069,-17.270834,-98.138535,-3.791918,-20.018585,,,,,,,,,,,,,,,,,,
1586,6.195313,2.30E-05,-3.60E-05,2.40E-05,-1,-48.209194,-4.86562,31.49991,0.016985,-98.871338,-5.244697,80.910172,0.99599,1.887307,-4.754257,82.67778,0.99476,2.270743,-4.513758,-17.42544,0.997613,-98.123489,-4.949768,-20.162861,0.994652,-98.879341,-5.246841,80.912651,1.906935,-4.757725,82.679985,2.275354,-4.521388,-17.420452,-98.137062,-4.94014,-20.173615,,,,,,,,,,,,,,,,,,
1587,6.199219,8.00E-05,-1.60E-05,-6.20E-05,-1,-48.225056,-4.27609,31.633404,0.008946,-98.889137,-4.658252,81.041649,0.997975,1.869351,-4.150306,82.813293,0.997586,2.256803,-3.92112,-17.289951,0.996457,-98.137245,-4.374683,-20.031382,0.999036,-98.888405,-4.663032,81.04039,1.876269,-4.152337,82.805878,2.249806,-3.915576,-17.276865,-98.137245,-4.371099,-20.035339,,,,,,,,,,,,,,,,,,
1588,6.203125,3.50E-05,-2.60E-05,-5.90E-05,-1,-48.22036,-4.015757,31.571198,0.011006,-98.883438,-4.401942,80.980446,0.997236,1.875076,-3.894809,82.750084,0.995849,2.260517,-3.656806,-17.353132,0.997245,-98.133591,-4.109472,-20.092588,0.998664,-98.889061,-4.399339,80.982567,1.887804,-3.90497,82.739265,2.256883,-3.649893,-17.33897,-98.135513,-4.109267,-20.098593,,,,,,,,,,,,,,,,,,
1589,6.207031,3.10E-05,-3.30E-05,-4.00E-06,-1,-48.21701,-5.009771,31.536545,0.014731,-98.87944,-5.390876,80.946495,0.996725,1.879163,-4.894827,82.714722,0.994577,2.263218,-4.655883,-17.3885,0.99789,-98.130989,-5.097497,-20.126534,0.996077,-98.888214,-5.38732,80.947014,1.899314,-4.905732,82.712662,2.264907,-4.65409,-17.380066,-98.141655,-5.093315,-20.134552,,,,,,,,,,,,,,,,,,
1590,6.210938,0.000203,-3.20E-05,-5.30E-05,-1,-48.234783,-3.729859,31.656258,0.009999,-98.897301,-4.098935,81.066223,0.998212,1.861248,-3.592332,82.834518,0.997077,2.245531,-3.387852,-17.26878,0.996393,-98.148613,-3.840318,-20.006918,0.998319,-98.899086,-4.098914,81.064972,1.865919,-3.594946,82.824844,2.239125,-3.381284,-17.257187,-98.144966,-3.837224,-20.00518,,,,,,,,,,,,,,,,,,
1591,6.214844,5.00E-05,-3.90E-05,3.10E-05,-1,-48.214294,-4.704568,31.508007,0.017193,-98.87616,-5.08025,80.918564,0.99523,1.88249,-4.591138,82.685593,0.994299,2.265375,-4.356073,-17.41765,0.998124,-98.128883,-4.790812,-20.154484,0.995153,-98.887093,-5.075686,80.923149,1.904353,-4.599967,82.686539,2.266105,-4.357113,-17.412035,-98.137848,-4.788011,-20.166859,,,,,,,,,,,,,,,,,,
1592,6.21875,9.00E-05,-1.60E-05,-2.00E-06,-1,-48.228203,-4.469174,31.61861,0.008213,-98.892303,-4.844232,81.026894,0.998073,1.86624,-4.34831,82.79847,0.99713,2.253678,-4.121275,-17.304775,0.997929,-98.140434,-4.56288,-20.046152,0.998655,-98.893776,-4.847539,81.027687,1.875098,-4.351422,82.792801,2.25142,-4.119832,-17.294601,-98.144211,-4.558228,-20.051201,,,,,,,,,,,,,,,,,,
1593,6.222656,0.00011,-1.50E-05,-4.50E-05,-1,-48.228306,-3.862093,31.593523,0.011897,-98.892555,-4.239472,81.001625,0.99714,1.865938,-3.734856,82.773567,0.99572,2.253734,-3.511868,-17.329678,0.996287,-98.140327,-3.962174,-20.071421,0.998956,-98.898705,-4.237545,81.001465,1.879759,-3.745939,82.761856,2.247505,-3.503497,-17.313599,-98.140579,-3.961629,-20.074831,,,,,,,,,,,,,,,,,,
1594,6.226563,8.00E-06,-3.00E-05,1.90E-05,-1,-48.218048,-5.041715,31.523407,0.015079,-98.880875,-5.422772,80.932961,0.996657,1.877744,-4.931434,82.701981,0.994718,2.262566,-4.687889,-17.401245,0.997885,-98.13163,-5.124764,-20.140059,0.995661,-98.889458,-5.421794,80.932648,1.898195,-4.939684,82.702675,2.26569,-4.690221,-17.395079,-98.14415,-5.117297,-20.147589,,,,,,,,,,,,,,,,,,
1595,6.230469,0.00016,-4.40E-05,-2.20E-05,-1,-48.2384,-3.829694,31.65591,0.009205,-98.899788,-4.199852,81.067009,0.998673,1.85883,-3.699648,82.833023,0.996763,2.240799,-3.486636,-17.270275,0.996821,-98.153442,-3.932642,-20.006109,0.998538,-98.902016,-4.19902,81.069717,1.862312,-3.700774,82.820396,2.237623,-3.483341,-17.257988,-98.150375,-3.928068,-20.006517,,,,,,,,,,,,,,,,,,
1596,6.234375,3.90E-05,-3.60E-05,7.00E-06,-1,-48.222797,-4.508956,31.526901,0.01168,-98.884956,-4.888095,80.937149,0.996654,1.873672,-4.394219,82.704796,0.995638,2.257154,-4.157022,-17.398443,0.998965,-98.137062,-4.596488,-20.135895,0.997063,-98.892769,-4.889848,80.941597,1.889513,-4.396345,82.702347,2.254258,-4.159052,-17.391376,-98.140648,-4.591283,-20.146292,,,,,,,,,,,,,,,,,,
1597,6.238281,0.000149,-1.40E-05,0,-1,-48.232361,-4.658142,31.598471,0.008407,-98.896713,-5.027139,81.006538,0.997976,1.861822,-4.531444,82.778572,0.996819,2.249766,-4.316247,-17.324697,0.998119,-98.144325,-4.75774,-20.066534,0.998679,-98.899261,-5.030603,81.004936,1.873182,-4.535844,82.774712,2.246954,-4.314281,-17.315527,-98.148621,-4.753408,-20.070879,,,,,,,,,,,,,,,,,,
1598,6.242188,0.000144,-3.00E-05,-2.00E-05,-1,-48.234116,-3.753261,31.615414,0.007388,-98.896873,-4.124692,81.025093,0.998288,1.861691,-3.625116,82.793915,0.997854,2.246439,-3.408943,-17.309364,0.997311,-98.147728,-3.854294,-20.047997,0.999159,-98.898254,-4.127053,81.025253,1.868403,-3.626943,82.787704,2.241087,-3.405689,-17.299162,-98.146706,-3.850894,-20.050545,,,,,,,,,,,,,,,,,,
1599,6.246094,-9.00E-06,-3.80E-05,3.30E-05,-1,-48.22295,-5.01318,31.512648,0.017658,-98.884926,-5.394431,80.923065,0.995543,1.873728,-4.905951,82.690346,0.994066,2.256822,-4.659172,-17.412861,0.997746,-98.137436,-5.093168,-20.149954,0.994988,-98.895279,-5.391419,80.926506,1.895911,-4.914768,82.690468,2.258812,-4.660861,-17.405563,-98.148628,-5.08811,-20.161423,,,,,,,,,,,,,,,,,,
1600,6.25,0.000149,-1.50E-05,-3.20E-05,-1,-48.241039,-3.975233,31.652916,0.013631,-98.905258,-4.347465,81.061096,0.997642,1.85325,-3.845461,82.832916,0.996255,2.240963,-3.630114,-17.270357,0.995232,-98.153107,-4.077892,-20.011976,0.99724,-98.907471,-4.350174,81.058731,1.85826,-3.84664,82.820755,2.231889,-3.623502,-17.256859,-98.146271,-4.07324,-20.008924,,,,,,,,,,,,,,,,,,
1601,6.253906,1.10E-05,-4.60E-05,-3.30E-05,-1,-48.227779,-4.314757,31.543259,0.010802,-98.888916,-4.700713,80.954483,0.997109,1.869697,-4.198858,82.720169,0.996352,2.251174,-3.956048,-17.38306,0.998333,-98.143074,-4.40341,-20.118553,0.997404,-98.894165,-4.699702,80.960464,1.880965,-4.203159,82.714104,2.247022,-3.95264,-17.373491,-98.14402,-4.403279,-20.129242,,,,,,,,,,,,,,,,,,
1602,6.257813,0.000112,-3.20E-05,-2.80E-05,-1,-48.233589,-4.82149,31.576012,0.009999,-98.896179,-5.196977,80.985847,0.997855,1.862396,-4.695765,82.754341,0.996332,2.246786,-4.473151,-17.348915,0.998992,-98.147377,-4.920068,-20.087231,0.996822,-98.900246,-5.201279,80.984718,1.877047,-4.697848,82.756744,2.246794,-4.475935,-17.344458,-98.156136,-4.912395,-20.094343,,,,,,,,,,,,,,,,,,
1603,6.261719,0.00017,-3.40E-05,-1.00E-05,-1,-48.243412,-3.694342,31.633936,0.007037,-98.905815,-4.062328,81.044006,0.998815,1.852784,-3.564543,82.812073,0.997903,2.236795,-3.35344,-17.291222,0.997167,-98.15741,-3.797056,-20.029106,0.999078,-98.905663,-4.06564,81.043137,1.855964,-3.56354,82.804245,2.232576,-3.350975,-17.281395,-98.155586,-3.792053,-20.029215,,,,,,,,,,,,,,,,,,
1604,6.265625,8.00E-06,-4.60E-05,1.00E-06,-1,-48.226585,-4.928599,31.509838,0.017351,-98.88781,-5.311368,80.921013,0.996419,1.870841,-4.816474,82.686813,0.994097,2.252452,-4.573066,-17.416422,0.99695,-98.141815,-5.013486,-20.152033,0.995184,-98.896431,-5.309129,80.9226,1.891497,-4.826682,82.683449,2.257243,-4.575027,-17.406179,-98.155968,-5.006543,-20.160761,,,,,,,,,,,,,,,,,,
1605,6.269531,9.70E-05,-3.90E-05,-7.00E-05,-1,-48.245621,-4.150017,31.639111,0.009646,-98.907471,-4.53126,81.049652,0.997872,1.851082,-4.021631,82.816742,0.99657,2.234042,-3.795951,-17.286516,0.996551,-98.160126,-4.251225,-20.023432,0.999361,-98.912308,-4.535777,81.048874,1.86101,-4.023687,82.805794,2.22894,-3.793836,-17.272421,-98.159073,-4.243334,-20.023722,,,,,,,,,,,,,,,,,,
1606,6.273438,4.30E-05,-2.70E-05,-4.40E-05,-1,-48.236107,-4.122191,31.562042,0.009214,-98.899094,-4.506097,80.97139,0.997751,1.859441,-4.001912,82.740829,0.99627,2.244681,-3.765505,-17.3624,0.997668,-98.149452,-4.21525,-20.101641,0.999097,-98.90493,-4.505873,80.972252,1.871159,-4.009266,82.731064,2.24259,-3.762254,-17.350246,-98.151978,-4.211918,-20.105232,,,,,,,,,,,,,,,,,,
1607,6.277344,8.30E-05,-4.10E-05,7.00E-06,-1,-48.238041,-4.945447,31.556458,0.012413,-98.899681,-5.320208,80.967262,0.99752,1.858957,-4.8263,82.733818,0.995505,2.241403,-4.597849,-17.369438,0.998146,-98.152847,-5.037433,-20.105808,0.996416,-98.906509,-5.32219,80.965103,1.876699,-4.831611,82.734413,2.244805,-4.601918,-17.364193,-98.164597,-5.028244,-20.110962,,,,,,,,,,,,,,,,,,
1608,6.28125,0.000214,-2.60E-05,-2.90E-05,-1,-48.251778,-3.696223,31.648546,0.007709,-98.914902,-4.061675,81.057907,0.998412,1.843654,-3.559993,82.827408,0.997977,2.229139,-3.35782,-17.2759,0.996842,-98.165009,-3.805406,-20.015221,0.99906,-98.914047,-4.064241,81.056107,1.848121,-3.560276,82.820778,2.223793,-3.352305,-17.264629,-98.163551,-3.800755,-20.015005,,,,,,,,,,,,,,,,,,
1609,6.285156,5.10E-05,-3.10E-05,-2.00E-06,-1,-48.233452,-4.799825,31.511593,0.014298,-98.896141,-5.17862,80.921303,0.997085,1.862459,-4.683011,82.690025,0.995149,2.247028,-4.448225,-17.413206,0.998016,-98.147163,-4.889442,-20.151737,0.995452,-98.901848,-5.183503,80.921539,1.880568,-4.685222,82.691528,2.250447,-4.454918,-17.406355,-98.159828,-4.879061,-20.16069,,,,,,,,,,,,,,,,,,
1610,6.289063,6.10E-05,-2.30E-05,-4.40E-05,-1,-48.246937,-4.33758,31.631332,0.012041,-98.910393,-4.71969,81.040222,0.99759,1.848135,-4.215554,82.81057,0.996754,2.234314,-3.982672,-17.292656,0.995098,-98.15979,-4.432404,-20.03282,0.998517,-98.909576,-4.724041,81.036758,1.85423,-4.220367,82.798759,2.22592,-3.973307,-17.275837,-98.158157,-4.429863,-20.033117,,,,,,,,,,,,,,,,,,
1611,6.292969,8.00E-05,-2.90E-05,-3.30E-05,-1,-48.242764,-3.954142,31.583157,0.009795,-98.905548,-4.333253,80.992752,0.997698,1.853008,-3.83121,82.761719,0.996514,2.237823,-3.602211,-17.341539,0.996233,-98.156334,-4.049894,-20.080301,0.99976,-98.908188,-4.332767,80.990494,1.862818,-3.841047,82.748955,2.233724,-3.593574,-17.324825,-98.158371,-4.048891,-20.08136,,,,,,,,,,,,,,,,,,
1612,6.296875,-8.00E-06,-3.40E-05,-1.50E-05,-1,-48.23978,-5.020385,31.535458,0.012856,-98.902168,-5.4064,80.945404,0.997704,1.85642,-4.908219,82.713615,0.995327,2.240419,-4.661629,-17.38958,0.997999,-98.153778,-5.105292,-20.127605,0.996115,-98.908569,-5.40534,80.942238,1.874746,-4.916834,82.715096,2.244644,-4.662842,-17.383642,-98.167549,-5.098303,-20.132357,,,,,,,,,,,,,,,,,,
1613,6.300781,0.000192,-1.70E-05,-4.10E-05,-1,-48.256908,-3.747417,31.664234,0.01267,-98.920975,-4.116392,81.072601,0.998121,1.837537,-3.612225,82.844063,0.99679,2.224941,-3.405517,-17.259226,0.995081,-98.169136,-3.855535,-20.000502,0.997338,-98.91922,-4.117728,81.07077,1.839183,-3.612832,82.832664,2.215946,-3.396263,-17.245378,-98.162544,-3.852834,-19.998556,,,,,,,,,,,,,,,,,,
1614,6.304688,5.50E-05,-4.70E-05,3.30E-05,-1,-48.237457,-4.632669,31.519257,0.010622,-98.89856,-5.007582,80.930618,0.997252,1.860131,-4.518991,82.696053,0.995858,2.241451,-4.284936,-17.40719,0.999007,-98.152863,-4.719168,-20.14245,0.997261,-98.904892,-5.010367,80.932335,1.875762,-4.521312,82.695389,2.238976,-4.28657,-17.400009,-98.157928,-4.712945,-20.150713,,,,,,,,,,,,,,,,,,
1615,6.308594,0.000116,-3.40E-05,7.00E-06,-1,-48.251659,-4.526107,31.616282,0.009009,-98.914024,-4.897673,81.026367,0.998049,1.844581,-4.403525,82.79438,0.99819,2.22851,-4.181673,-17.308891,0.995908,-98.165703,-4.621559,-20.046715,0.998844,-98.911469,-4.905931,81.023209,1.850596,-4.403342,82.789688,2.217954,-4.175883,-17.296835,-98.163422,-4.618738,-20.049831,,,,,,,,,,,,,,,,,,
1616,6.3125,0.000156,-3.40E-05,4.00E-06,-1,-48.248627,-3.807109,31.610411,0.009019,-98.910957,-4.17501,81.020561,0.99871,1.847658,-3.680106,82.788452,0.996746,2.231497,-3.466301,-17.314829,0.997023,-98.162712,-3.907019,-20.052542,0.998502,-98.913429,-4.1722,81.02388,1.850561,-3.685612,82.775047,2.229365,-3.461244,-17.302883,-98.159813,-3.907783,-20.053879,,,,,,,,,,,,,,,,,,
1617,6.316406,2.10E-05,-3.70E-05,1.10E-05,-1,-48.236305,-5.03816,31.518095,0.013749,-98.898392,-5.41873,80.928398,0.996765,1.860239,-4.925654,82.695915,0.994973,2.243578,-4.684811,-17.407309,0.998485,-98.150658,-5.123445,-20.144634,0.996028,-98.906433,-5.416233,80.929138,1.879795,-4.934642,82.697441,2.244227,-4.684965,-17.400694,-98.16053,-5.119322,-20.15303,,,,,,,,,,,,,,,,,,
1618,6.320313,0.000177,-1.60E-05,-3.60E-05,-1,-48.259659,-3.858088,31.666658,0.013497,-98.92379,-4.227963,81.074951,0.998099,1.834717,-3.724911,82.84655,0.99664,2.222255,-3.5153,-17.256725,0.994467,-98.171814,-3.964179,-19.998137,0.997297,-98.921333,-4.232753,81.075317,1.836355,-3.72243,82.834877,2.211005,-3.506567,-17.241198,-98.16375,-3.959846,-19.999205,,,,,,,,,,,,,,,,,,
1619,6.324219,5.90E-05,-3.30E-05,-3.70E-05,-1,-48.241116,-4.441739,31.533684,0.012018,-98.903564,-4.82339,80.943604,0.996865,1.855005,-4.320588,82.711906,0.995609,2.239127,-4.087289,-17.391338,0.997662,-98.155037,-4.535687,-20.129438,0.997847,-98.908562,-4.82705,80.942543,1.871144,-4.325402,82.708824,2.232082,-4.083252,-17.379633,-98.158676,-4.530564,-20.136665,,,,,,,,,,,,,,,,,,
1620,6.328125,9.90E-05,-3.30E-05,-1.20E-05,-1,-48.248211,-4.708673,31.594566,0.006344,-98.910706,-5.083783,81.004501,0.998478,1.847889,-4.585918,82.772804,0.998063,2.232086,-4.360716,-17.330448,0.99798,-98.162102,-4.804273,-20.068579,0.999135,-98.909409,-5.091248,81.002243,1.854255,-4.585026,82.770302,2.22754,-4.359819,-17.32202,-98.164665,-4.799123,-20.072382,,,,,,,,,,,,,,,,,,
1621,6.332031,0.000215,-3.00E-05,-3.00E-05,-1,-48.256107,-3.711555,31.628672,0.007626,-98.918884,-4.077053,81.038383,0.998581,1.839682,-3.575159,82.807182,0.997968,2.224468,-3.373105,-17.296124,0.996649,-98.169685,-3.820903,-20.034746,0.999176,-98.916916,-4.081449,81.036758,1.843405,-3.575341,82.79953,2.219217,-3.368542,-17.284182,-98.168556,-3.816362,-20.035582,,,,,,,,,,,,,,,,,,
1622,6.335938,9.00E-06,-3.10E-05,8.00E-06,-1,-48.238983,-4.993331,31.508047,0.011843,-98.901627,-5.375347,80.91777,0.997734,1.856975,-4.88173,82.686447,0.995538,2.241462,-4.63855,-17.416767,0.998071,-98.152733,-5.0777,-20.155254,0.996814,-98.907135,-5.377929,80.915459,1.873931,-4.8869,82.686752,2.242953,-4.640826,-17.408512,-98.163757,-5.068742,-20.159929,,,,,,,,,,,,,,,,,,
1623,6.339844,0.000147,-2.00E-05,-9.40E-05,-1,-48.258293,-4.017978,31.657398,0.012524,-98.921997,-4.396725,81.066055,0.997788,1.83646,-3.882129,82.836922,0.99676,2.223201,-3.666368,-17.266352,0.995525,-98.170837,-4.126688,-20.007025,0.997403,-98.920372,-4.403776,81.062103,1.838678,-3.879954,82.825226,2.217003,-3.662442,-17.252525,-98.166557,-4.118355,-20.002825,,,,,,,,,,,,,,,,,,
1624,6.34375,2.50E-05,-3.70E-05,-8.30E-05,-1,-48.245667,-4.247775,31.549267,0.012107,-98.907722,-4.637372,80.959541,0.9971,1.850814,-4.125525,82.727135,0.995412,2.234187,-3.885428,-17.376091,0.996539,-98.15995,-4.342773,-20.113499,0.998841,-98.912659,-4.637803,80.959724,1.864318,-4.134821,82.714935,2.23045,-3.87866,-17.358789,-98.164024,-4.339777,-20.118879,,,,,,,,,,,,,,,,,,
1625,6.347656,8.80E-05,-5.20E-05,-2.30E-05,-1,-48.248489,-4.865717,31.56896,0.010523,-98.909096,-5.243012,80.980804,0.997813,1.849547,-4.743028,82.7453,0.995843,2.229936,-4.515592,-17.357971,0.997981,-98.164345,-4.961239,-20.092287,0.997841,-98.915398,-5.243881,80.979797,1.864447,-4.750117,82.740433,2.230469,-4.515051,-17.348869,-98.171577,-4.955369,-20.096302,,,,,,,,,,,,,,,,,,
1626,6.351563,0.000198,-3.30E-05,-6.40E-05,-1,-48.261761,-3.679718,31.645227,0.007965,-98.924202,-4.050292,81.055244,0.998727,1.834337,-3.541605,82.823425,0.997875,2.218481,-3.336221,-17.279879,0.996908,-98.175667,-3.790755,-20.017885,0.998525,-98.923065,-4.051015,81.053841,1.83667,-3.542168,82.815674,2.213727,-3.330662,-17.270399,-98.172058,-3.787929,-20.016851,,,,,,,,,,,,,,,,,,
1627,6.355469,2.00E-05,-4.30E-05,-1.90E-05,-1,-48.242924,-4.897539,31.504169,0.012107,-98.904343,-5.281165,80.915138,0.997422,1.854278,-4.782225,82.681343,0.995906,2.236299,-4.541146,-17.42189,0.997826,-98.157944,-4.98562,-20.157911,0.996739,-98.912209,-5.28137,80.912292,1.870867,-4.788704,82.681427,2.241962,-4.546061,-17.417305,-98.169243,-4.9762,-20.158791,,,,,,,,,,,,,,,,,,
1628,6.359375,0.000149,-2.40E-05,-8.80E-05,-1,-48.260189,-4.20102,31.644888,0.015942,-98.923447,-4.578928,81.054001,0.996824,1.835037,-4.065561,82.823952,0.996348,2.220865,-3.850245,-17.279324,0.994458,-98.173218,-4.309346,-20.019081,0.996429,-98.923027,-4.58361,81.047653,1.839176,-4.067942,82.812546,2.209983,-3.840027,-17.264435,-98.166428,-4.305433,-20.013718,,,,,,,,,,,,,,,,,,
1629,6.363281,0.000104,-1.80E-05,-7.00E-05,-1,-48.253204,-4.062275,31.570047,0.009758,-98.917084,-4.442847,80.978516,0.997826,1.841396,-3.933186,82.749741,0.996152,2.228461,-3.708873,-17.353516,0.997079,-98.165596,-4.164193,-20.09454,0.999185,-98.924904,-4.443522,80.980331,1.852083,-3.938808,82.736633,2.225016,-3.707047,-17.340654,-98.164139,-4.159938,-20.095953,,,,,,,,,,,,,,,,,,
1630,6.367188,4.00E-05,-3.90E-05,-2.20E-05,-1,-48.249863,-4.972447,31.548384,0.009031,-98.911751,-5.354506,80.958878,0.998387,1.846846,-4.854736,82.726028,0.996851,2.229828,-4.617604,-17.377205,0.998112,-98.164383,-5.062943,-20.114164,0.997619,-98.91346,-5.359472,80.95575,1.858447,-4.857123,82.726166,2.230842,-4.619271,-17.370058,-98.173531,-5.05524,-20.118095,,,,,,,,,,,,,,,,,,
1631,6.371094,0.000222,-2.60E-05,-6.20E-05,-1,-48.264366,-3.705605,31.65641,0.013545,-98.927467,-4.07366,81.065773,0.99761,1.831055,-3.565304,82.835274,0.996553,2.216529,-3.364602,-17.26804,0.995179,-98.177582,-3.818853,-20.007357,0.997112,-98.923637,-4.077347,81.063309,1.830688,-3.563234,82.825127,2.207783,-3.356266,-17.255363,-98.170494,-3.815384,-20.004887,,,,,,,,,,,,,,,,,,
1632,6.375,7.30E-05,-4.60E-05,-2.30E-05,-1,-48.248474,-4.743868,31.516352,0.01072,-98.909683,-5.122672,80.927574,0.997425,1.848943,-4.622671,82.693291,0.996154,2.230547,-4.392248,-17.409954,0.998341,-98.163704,-4.837883,-20.145506,0.997359,-98.915764,-5.123342,80.93116,1.861765,-4.626474,82.689285,2.231076,-4.394303,-17.401417,-98.1688,-4.832772,-20.152758,,,,,,,,,,,,,,,,,,
1633,6.378906,0.000112,-2.70E-05,-1.40E-05,-1,-48.260071,-4.397292,31.63084,0.011119,-98.923103,-4.771273,81.04023,0.998191,1.835469,-4.273021,82.809624,0.996611,2.220754,-4.050453,-17.29364,0.995618,-98.173409,-4.494421,-20.032843,0.998461,-98.922035,-4.77581,81.038216,1.838452,-4.275878,82.79615,2.215715,-4.043373,-17.277534,-98.171944,-4.490726,-20.031797,,,,,,,,,,,,,,,,,,
1634,6.382813,0.000129,-3.10E-05,-8.60E-05,-1,-48.257175,-3.899096,31.591799,0.009557,-98.919792,-4.278768,81.001564,0.998068,1.838714,-3.765954,82.77021,0.996814,2.223246,-3.546577,-17.333054,0.99647,-98.170868,-4.005087,-20.071526,0.999091,-98.922012,-4.278445,81.002434,1.845483,-3.772329,82.758064,2.21896,-3.539795,-17.318499,-98.169991,-4.004375,-20.074091,,,,,,,,,,,,,,,,,,
1635,6.386719,5.80E-05,-2.90E-05,-1.20E-05,-1,-48.248199,-5.027908,31.532303,0.011315,-98.911057,-5.407143,80.941826,0.997636,1.847528,-4.909423,82.710922,0.995813,2.232455,-4.675868,-17.392315,0.998224,-98.161713,-5.119199,-20.131216,0.997012,-98.916534,-5.41083,80.943871,1.86304,-4.914398,82.708626,2.23373,-4.678923,-17.384005,-98.170319,-5.111756,-20.136141,,,,,,,,,,,,,,,,,,
1636,6.390625,0.000207,-3.60E-05,-2.70E-05,-1,-48.266232,-3.788319,31.661455,0.018938,-98.928368,-4.154356,81.071815,0.996329,1.830217,-3.653057,82.83931,0.995141,2.213709,-3.449337,-17.26399,0.993907,-98.180489,-3.896525,-20.001318,0.995684,-98.92321,-4.162434,81.067024,1.827825,-3.648571,82.826057,2.203243,-3.441242,-17.248381,-98.171783,-3.889583,-19.994949,,,,,,,,,,,,,,,,,,
1637,6.394531,6.40E-05,-4.40E-05,-2.60E-05,-1,-48.25079,-4.56398,31.527414,0.008884,-98.912186,-4.944089,80.938431,0.997616,1.846418,-4.443406,82.704559,0.996762,2.228416,-4.211065,-17.398682,0.998655,-98.16581,-4.657362,-20.13464,0.998084,-98.915672,-4.951152,80.93766,1.859125,-4.442271,82.705048,2.223192,-4.212417,-17.39118,-98.168617,-4.649642,-20.140736,,,,,,,,,,,,,,,,,,
1638,6.398438,0.000143,-3.00E-05,-3.20E-05,-1,-48.261337,-4.586697,31.611801,0.008315,-98.924118,-4.959514,81.021461,0.998183,1.834448,-4.457453,82.790321,0.998295,2.219234,-4.241,-17.312952,0.996158,-98.174911,-4.688823,-20.051632,0.999049,-98.919319,-4.967082,81.017632,1.838818,-4.458072,82.786095,2.210427,-4.234169,-17.300283,-98.175217,-4.687048,-20.055717,,,,,,,,,,,,,,,,,,
1639,6.402344,0.000191,-2.80E-05,-8.60E-05,-1,-48.259258,-3.773532,31.614729,0.010777,-98.922157,-4.147117,81.024254,0.998517,1.836341,-3.63401,82.793411,0.997025,2.221443,-3.42704,-17.309885,0.995527,-98.172668,-3.885962,-20.048861,0.998154,-98.920731,-4.149992,81.024025,1.838651,-3.635775,82.781754,2.214019,-3.419466,-17.295912,-98.167747,-3.884956,-20.049978,,,,,,,,,,,,,,,,,,
1640,6.40625,4.80E-05,-3.80E-05,-5.30E-05,-1,-48.249393,-5.02611,31.521603,0.012623,-98.911346,-5.410414,80.932022,0.997438,1.847219,-4.904465,82.699333,0.995024,2.230365,-4.669024,-17.403904,0.997583,-98.163811,-5.120537,-20.141035,0.997332,-98.918358,-5.408837,80.929665,1.865637,-4.915469,82.695961,2.231153,-4.666638,-17.392748,-98.173264,-5.115598,-20.144972,,,,,,,,,,,,,,,,,,
1641,6.410156,0.00016,-3.10E-05,-0.000107,-1,-48.268288,-3.915328,31.663618,0.018265,-98.930847,-4.294111,81.073448,0.997112,1.827642,-3.776778,82.84198,0.99532,2.212077,-3.563674,-17.261301,0.99337,-98.182022,-4.026748,-19.999645,0.995933,-98.929749,-4.298689,81.069649,1.829961,-3.777545,82.825623,2.200615,-3.552453,-17.242554,-98.173264,-4.021612,-19.994375,,,,,,,,,,,,,,,,,,
