Format Version,1.22,Take Name,Section1 No2,Capture Frame Rate,256,Export Frame Rate,256,Capture Start Time,2019-12-12 06.12.38.256 ÂçàÂæ?Total Frames in Take,33131,Total Exported Frames,33131,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Glob,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
662,2.585938,0.000155,1.00E-05,-5.10E-05,-1,-48.221275,-6.351356,31.644926,0.067372,-98.887993,-6.724898,81.050529,0.984621,1.870397,-6.218972,82.827461,0.982579,2.263207,-6.004927,-17.275784,0.974029,-98.130714,-6.456625,-20.022505,0.9914,-98.878525,-6.752477,81.031204,1.922785,-6.251476,82.790947,2.202087,-5.942551,-17.18256,-98.134766,-6.455666,-20.055248,,,,,,,,,,,,,,,,,,
663,2.589844,0.000167,-1.00E-06,-7.80E-05,-1,-48.20499,-5.398628,31.622437,0.065702,-98.870605,-5.773782,81.029167,0.984926,1.88781,-5.262352,82.803864,0.981237,2.278391,-5.050586,-17.299398,0.975124,-98.115562,-5.507791,-20.04389,0.993011,-98.867424,-5.801885,81.005493,1.946721,-5.297374,82.765221,2.222751,-4.994384,-17.206343,-98.124023,-5.49889,-20.069939,,,,,,,,,,,,,,,,,,
664,2.59375,0.000179,2.20E-05,-0.000132,-1,-48.204361,-4.135926,31.612259,0.068039,-98.872154,-4.515298,81.016716,0.984522,1.886114,-3.992914,82.795944,0.98168,2.281182,-3.783674,-17.307312,0.973469,-98.112595,-4.251819,-20.056314,0.99229,-98.865936,-4.539472,80.997215,1.940363,-4.030042,82.753159,2.222253,-3.720432,-17.209814,-98.117416,-4.250166,-20.086246,,,,,,,,,,,,,,,,,,
665,2.597656,0.000261,1.70E-05,-6.00E-05,-1,-48.210873,-3.052165,31.62612,0.067111,-98.878288,-3.416097,81.03109,0.984831,1.880087,-2.908039,82.809334,0.983671,2.27429,-2.715246,-17.293953,0.973239,-98.119583,-3.169276,-20.04199,0.991148,-98.86245,-3.449786,81.012016,1.926981,-2.9344,82.773903,2.211126,-2.653958,-17.199308,-98.123306,-3.166964,-20.076937,,,,,,,,,,,,,,,,,,
666,2.601563,0.00014,5.50E-05,-0.000131,-1,-48.221329,-2.554494,31.643019,0.072756,-98.892433,-2.937699,81.044044,0.983924,1.865726,-2.415608,82.83007,0.981746,2.267502,-2.198447,-17.273132,0.968849,-98.126099,-2.666223,-20.028908,0.992725,-98.879044,-2.970302,81.018806,1.917447,-2.451396,82.780624,2.198819,-2.12613,-17.163563,-98.128052,-2.663186,-20.056971,,,,,,,,,,,,,,,,,,
667,2.605469,0.000167,7.00E-05,-8.80E-05,-1,-48.239792,-2.777066,31.640553,0.068616,-98.912331,-3.153197,81.040176,0.984829,1.845822,-2.639752,82.82901,0.983269,2.250452,-2.42805,-17.274197,0.970661,-98.143112,-2.887264,-20.032778,0.992625,-98.893661,-3.189071,81.014999,1.892472,-2.669867,82.786697,2.184904,-2.359887,-17.170656,-98.147957,-2.884122,-20.062864,,,,,,,,,,,,,,,,,,
668,2.609375,0.000217,7.70E-05,-6.30E-05,-1,-48.25576,-3.6629,31.62459,0.070244,-98.92907,-4.031547,81.023476,0.984082,1.82908,-3.522906,82.813797,0.981683,2.235245,-3.321312,-17.289427,0.972224,-98.158302,-3.775837,-20.04949,0.991767,-98.917046,-4.062362,81.00161,1.882448,-3.556647,82.772919,2.172432,-3.255557,-17.187901,-98.165352,-3.772074,-20.082293,,,,,,,,,,,,,,,,,,
669,2.613281,0.00029,7.30E-05,-4.40E-05,-1,-48.265503,-4.883615,31.614285,0.069182,-98.938393,-5.243067,81.013664,0.984221,1.819786,-4.738131,82.803024,0.982149,2.225079,-4.551142,-17.300215,0.973249,-98.168495,-5.002119,-20.05934,0.991198,-98.928001,-5.270123,80.993164,1.873492,-4.772952,82.766205,2.161846,-4.485061,-17.20422,-98.173233,-5.001974,-20.092762,,,,,,,,,,,,,,,,,,
670,2.617188,0.00018,4.00E-05,-5.90E-05,-1,-48.266174,-6.007379,31.631071,0.07034,-98.935783,-6.379238,81.033737,0.984064,1.822501,-5.871632,82.816544,0.98194,2.221163,-5.662611,-17.286703,0.972202,-98.172592,-6.116033,-20.039276,0.991453,-98.930298,-6.409015,81.014526,1.87718,-5.902924,82.774391,2.155763,-5.600646,-17.189653,-98.171227,-6.112339,-20.069521,,,,,,,,,,,,,,,,,,
671,2.621094,0.000166,2.30E-05,-9.00E-06,-1,-48.246941,-6.633773,31.651564,0.068641,-98.91494,-7.001988,81.055893,0.984325,1.843452,-6.504446,82.835373,0.982613,2.23881,-6.292646,-17.267879,0.973559,-98.155075,-6.736013,-20.017132,0.990862,-98.900887,-7.033314,81.035629,1.895001,-6.535198,82.80127,2.17574,-6.229106,-17.172527,-98.161804,-6.733768,-20.052956,,,,,,,,,,,,,,,,,,
672,2.625,0.000182,2.00E-06,-2.10E-05,-1,-48.225933,-6.496159,31.650808,0.066494,-98.891823,-6.864058,81.057312,0.984909,1.866635,-6.363986,82.832474,0.983188,2.257723,-6.155336,-17.270788,0.973851,-98.136269,-6.601254,-20.015755,0.991558,-98.879761,-6.895393,81.038597,1.915536,-6.392202,82.795532,2.196903,-6.095253,-17.176966,-98.140572,-6.597596,-20.048843,,,,,,,,,,,,,,,,,,
673,2.628906,0.000116,1.00E-06,-8.30E-05,-1,-48.212933,-5.674782,31.624903,0.068399,-98.878693,-6.055449,81.031433,0.984402,1.879703,-5.543097,82.806511,0.981295,2.270594,-5.321278,-17.296732,0.973557,-98.123344,-5.779304,-20.041588,0.992347,-98.873581,-6.079854,81.011757,1.935461,-5.580445,82.763,2.212385,-5.258809,-17.19883,-98.128754,-5.776291,-20.071407,,,,,,,,,,,,,,,,,,
674,2.632813,0.000261,1.40E-05,-8.60E-05,-1,-48.206074,-4.426394,31.613085,0.066336,-98.873123,-4.793104,81.018417,0.984964,1.885239,-4.279637,82.795944,0.983476,2.278734,-4.08671,-17.307337,0.973796,-98.115143,-4.546129,-20.054676,0.991427,-98.860023,-4.825346,80.999268,1.933631,-4.306931,82.760429,2.216974,-4.026781,-17.214291,-98.118706,-4.543162,-20.087862,,,,,,,,,,,,,,,,,,
675,2.636719,0.000287,5.00E-06,-2.30E-05,-1,-48.211628,-3.274009,31.618032,0.069035,-98.877815,-3.631678,81.024307,0.984173,1.880638,-3.130967,82.799973,0.982473,2.272323,-2.943315,-17.303337,0.973762,-98.121651,-3.390075,-20.048817,0.990557,-98.86367,-3.663844,81.002586,1.933995,-3.16167,82.768921,2.208316,-2.879886,-17.20907,-98.128662,-3.387782,-20.0851,,,,,,,,,,,,,,,,,,
676,2.640625,0.000139,6.50E-05,-0.000147,-1,-48.2229,-2.609597,31.637539,0.069843,-98.894913,-2.994436,81.037643,0.984683,1.863204,-2.469291,82.825508,0.98306,2.266824,-2.251924,-17.277683,0.969412,-98.126709,-2.72274,-20.035311,0.993001,-98.87709,-3.028606,81.012115,1.909783,-2.501895,82.778793,2.199717,-2.180955,-17.170576,-98.129242,-2.720834,-20.063545,,,,,,,,,,,,,,,,,,
677,2.644531,0.000133,6.60E-05,-0.000108,-1,-48.237011,-2.661907,31.640202,0.069118,-98.909187,-3.043408,81.040146,0.98476,1.848951,-2.526028,82.828331,0.982891,2.252881,-2.307561,-17.274872,0.970201,-98.140686,-2.770629,-20.032793,0.993031,-98.891457,-3.077932,81.012985,1.897322,-2.558985,82.784782,2.186844,-2.237158,-17.169592,-98.145729,-2.767328,-20.060755,,,,,,,,,,,,,,,,,,
678,2.648438,0.000262,8.20E-05,-4.50E-05,-1,-48.255875,-3.395094,31.628307,0.067972,-98.929626,-3.757497,81.026794,0.98439,1.828533,-3.252362,82.81794,0.982182,2.235569,-3.059699,-17.285299,0.974331,-98.157974,-3.510818,-20.0462,0.991125,-98.918037,-3.786521,81.005951,1.882407,-3.284937,82.784401,2.174889,-2.997804,-17.191164,-98.165962,-3.508286,-20.080925,,,,,,,,,,,,,,,,,,
679,2.652344,0.000278,7.80E-05,-9.10E-05,-1,-48.269455,-4.575191,31.612701,0.066126,-98.942818,-4.940714,81.011574,0.984992,1.815315,-4.426216,82.801971,0.983333,2.221592,-4.236677,-17.301291,0.973991,-98.171921,-4.697155,-20.061434,0.991557,-98.929825,-4.974079,80.991264,1.864541,-4.452741,82.76725,2.16021,-4.177864,-17.208435,-98.176796,-4.692079,-20.09416,,,,,,,,,,,,,,,,,,
680,2.65625,0.000131,4.30E-05,-9.70E-05,-1,-48.271038,-5.776197,31.622448,0.06819,-98.94091,-6.156825,81.02475,0.984433,1.817327,-5.641656,82.808228,0.9813,2.216566,-5.422725,-17.294989,0.973745,-98.177132,-5.883585,-20.048216,0.992332,-98.937729,-6.183563,81.005714,1.873753,-5.676257,82.764763,2.15809,-5.363791,-17.198494,-98.181099,-5.87747,-20.077002,,,,,,,,,,,,,,,,,,
681,2.660156,0.00018,3.00E-05,-2.00E-06,-1,-48.257111,-6.545262,31.646017,0.067459,-98.925812,-6.911451,81.049652,0.984489,1.832563,-6.415194,82.830521,0.982424,2.229329,-6.206146,-17.272718,0.974634,-98.164528,-6.64826,-20.023376,0.990994,-98.91362,-6.941885,81.031509,1.884492,-6.445597,82.795822,2.170167,-6.146349,-17.178972,-98.1726,-6.644829,-20.059608,,,,,,,,,,,,,,,,,,
682,2.664063,0.000173,1.40E-05,-6.70E-05,-1,-48.236229,-6.598738,31.653423,0.065106,-98.903259,-6.972158,81.058716,0.985178,1.855116,-6.462887,82.836288,0.983062,2.248563,-6.25242,-17.26697,0.974648,-98.145325,-6.707487,-20.014334,0.992006,-98.890182,-7.004708,81.036804,1.905524,-6.491661,82.802322,2.189943,-6.194021,-17.17429,-98.153511,-6.701588,-20.046227,,,,,,,,,,,,,,,,,,
683,2.667969,0.000107,-1.00E-06,-0.00012,-1,-48.219643,-5.918449,31.629284,0.06911,-98.885162,-6.303813,81.036034,0.984297,1.873206,-5.784034,82.810669,0.981566,2.263639,-5.560271,-17.292566,0.972953,-98.130272,-6.025679,-20.036995,0.992073,-98.879723,-6.329755,81.016899,1.92822,-5.819987,82.766884,2.203033,-5.497365,-17.194527,-98.132874,-6.023262,-20.066935,,,,,,,,,,,,,,,,,,
684,2.671875,0.000269,-7.00E-06,-6.30E-05,-1,-48.214638,-4.731082,31.615891,0.063847,-98.879662,-5.094573,81.023315,0.985532,1.878791,-4.585759,82.796692,0.983312,2.268165,-4.394599,-17.306625,0.974756,-98.125847,-4.849399,-20.049814,0.992553,-98.868355,-5.12622,81.000443,1.929109,-4.614779,82.762093,2.209917,-4.336578,-17.215389,-98.132423,-4.843503,-20.078594,,,,,,,,,,,,,,,,,,
685,2.675781,0.000235,1.70E-05,-7.30E-05,-1,-48.213306,-3.525781,31.613749,0.067768,-98.880669,-3.893706,81.018738,0.984405,1.877688,-3.382974,82.796928,0.982785,2.271812,-3.184901,-17.306343,0.974601,-98.122063,-3.641544,-20.054333,0.990441,-98.868134,-3.920034,81.004318,1.926956,-3.414057,82.761475,2.212585,-3.123287,-17.21269,-98.127991,-3.642972,-20.093315,,,,,,,,,,,,,,,,,,
686,2.679688,0.000196,5.10E-05,-1.00E-04,-1,-48.225597,-2.707514,31.633932,0.068424,-98.896271,-3.081947,81.035477,0.985012,1.861941,-2.566036,82.820503,0.983511,2.262797,-2.360172,-17.28274,0.969932,-98.130859,-2.8219,-20.037518,0.993121,-98.877998,-3.116781,81.012199,1.905934,-2.595976,82.773109,2.197844,-2.291947,-17.176758,-98.133522,-2.818837,-20.066198,,,,,,,,,,,,,,,,,,
687,2.683594,0.00015,6.20E-05,-0.00012,-1,-48.238674,-2.587756,31.639233,0.071348,-98.910416,-2.968834,81.039635,0.984271,1.847733,-2.448949,82.82692,0.983001,2.250779,-2.233823,-17.276291,0.969241,-98.142784,-2.69942,-20.033325,0.99214,-98.89254,-3.00366,81.016563,1.894389,-2.480131,82.780838,2.181853,-2.162843,-17.169363,-98.143715,-2.698245,-20.064547,,,,,,,,,,,,,,,,,,
688,2.6875,0.000284,7.00E-05,-9.80E-05,-1,-48.25975,-3.15879,31.634369,0.069745,-98.932358,-3.524382,81.034004,0.984158,1.825795,-3.008401,82.822876,0.983005,2.230562,-2.820204,-17.280392,0.97264,-98.162994,-3.282174,-20.039015,0.990452,-98.916229,-3.553517,81.015625,1.874675,-3.040208,82.787239,2.165524,-2.752434,-17.183044,-98.166954,-3.285135,-20.07682,,,,,,,,,,,,,,,,,,
689,2.691406,0.000223,7.40E-05,-0.000136,-1,-48.271194,-4.278072,31.616066,0.067151,-98.944153,-4.653547,81.015274,0.984864,1.813941,-4.130225,82.80497,0.983336,2.219461,-3.929676,-17.298262,0.972996,-98.174026,-4.398839,-20.057716,0.991653,-98.933273,-4.679908,80.997307,1.862198,-4.162519,82.76516,2.156777,-3.865008,-17.203342,-98.174507,-4.400369,-20.089443,,,,,,,,,,,,,,,,,,
690,2.695313,0.000191,9.30E-05,-0.000168,-1,-48.276066,-5.523574,31.618259,0.072295,-98.950851,-5.905449,81.015549,0.983584,1.807146,-5.375829,82.809044,0.981177,2.216399,-5.168821,-17.294153,0.970452,-98.176964,-5.644197,-20.057392,0.992491,-98.94371,-5.936296,80.98806,1.864691,-5.41351,82.763397,2.149582,-5.100426,-17.190313,-98.178841,-5.639054,-20.081879,,,,,,,,,,,,,,,,,,
691,2.699219,0.000225,4.70E-05,-3.60E-05,-1,-48.268028,-6.412291,31.641226,0.06845,-98.938347,-6.777415,81.043205,0.984441,1.819946,-6.274233,82.827393,0.98283,2.22002,-6.074208,-17.275866,0.97322,-98.173721,-6.523309,-20.029814,0.991059,-98.925911,-6.810167,81.023918,1.870576,-6.302401,82.790977,2.15661,-6.012646,-17.180639,-98.177299,-6.519642,-20.06423,,,,,,,,,,,,,,,,,,
692,2.703125,0.000188,2.10E-05,-4.00E-05,-1,-48.243782,-6.660203,31.654053,0.06617,-98.911514,-7.029403,81.058655,0.984841,1.846861,-6.525456,82.837593,0.98198,2.241693,-6.318081,-17.265659,0.974803,-98.152176,-6.767872,-20.014387,0.992207,-98.902405,-7.056207,81.037224,1.900954,-6.561099,82.800652,2.185001,-6.256429,-17.171295,-98.161522,-6.764627,-20.045712,,,,,,,,,,,,,,,,,,
693,2.707031,0.000165,2.00E-06,-8.00E-05,-1,-48.2271,-6.139481,31.636227,0.06734,-98.892937,-6.515006,81.04274,0.984897,1.865469,-6.00319,82.817879,0.982406,2.256498,-5.791071,-17.285385,0.97248,-98.137436,-6.248658,-20.030323,0.992877,-98.884903,-6.542714,81.020302,1.917696,-6.038199,82.774536,2.194953,-5.726755,-17.187384,-98.139702,-6.245804,-20.056866,,,,,,,,,,,,,,,,,,
694,2.710938,0.000252,-1.00E-05,-5.40E-05,-1,-48.211178,-5.050856,31.61569,0.068688,-98.875877,-5.415205,81.023438,0.984243,1.882594,-4.908264,82.796158,0.982091,2.271306,-4.713529,-17.307148,0.973965,-98.122734,-5.166427,-20.049681,0.991013,-98.866882,-5.442822,81.002602,1.937731,-4.941998,82.76194,2.208696,-4.650116,-17.213654,-98.127426,-5.165445,-20.083199,,,,,,,,,,,,,,,,,,
695,2.714844,0.000237,7.00E-06,-8.40E-05,-1,-48.215752,-3.796157,31.613562,0.069544,-98.88208,-4.164941,81.019608,0.984182,1.876302,-3.652103,82.795708,0.982189,2.26834,-3.45442,-17.307583,0.972851,-98.125572,-3.913165,-20.053484,0.991235,-98.869957,-4.188282,81.000839,1.927757,-3.690243,82.756119,2.206342,-3.384641,-17.208706,-98.130814,-3.917523,-20.088621,,,,,,,,,,,,,,,,,,
696,2.71875,0.000213,3.70E-05,-6.30E-05,-1,-48.222366,-2.846323,31.628796,0.06658,-98.89167,-3.215406,81.031784,0.985273,1.866624,-2.706768,82.81395,0.984108,2.264675,-2.504303,-17.289307,0.971572,-98.129097,-2.958817,-20.041239,0.992467,-98.874687,-3.251029,81.006912,1.912519,-2.733782,82.775818,2.198499,-2.439417,-17.191675,-98.130623,-2.955365,-20.069696,,,,,,,,,,,,,,,,,,
697,2.722656,0.000153,6.60E-05,-0.000154,-1,-48.234924,-2.545669,31.641905,0.074914,-98.907074,-2.929861,81.04187,0.983386,1.851019,-2.403186,82.830025,0.9814,2.254933,-2.188631,-17.273184,0.968272,-98.138588,-2.660999,-20.031094,0.992028,-98.889336,-2.963315,81.017609,1.901943,-2.439796,82.780594,2.185934,-2.113614,-17.159395,-98.143387,-2.660141,-20.064297,,,,,,,,,,,,,,,,,,
698,2.726563,0.000248,6.50E-05,-7.20E-05,-1,-48.253704,-2.964418,31.634956,0.068748,-98.925766,-3.330958,81.035141,0.984638,1.832429,-2.820357,82.822906,0.983593,2.236064,-2.62491,-17.280348,0.971552,-98.157539,-3.081448,-20.037863,0.99147,-98.908684,-3.36453,81.013451,1.879201,-2.849272,82.784859,2.169311,-2.557864,-17.181446,-98.159523,-3.080951,-20.070911,,,,,,,,,,,,,,,,,,
699,2.730469,0.000207,7.60E-05,-0.000143,-1,-48.269104,-3.992095,31.616341,0.067399,-98.942192,-4.369874,81.015381,0.984682,1.815882,-3.845097,82.805397,0.982376,2.221685,-3.641413,-17.297831,0.97361,-98.171783,-4.111996,-20.057581,0.991933,-98.929008,-4.399814,80.995689,1.866121,-3.876807,82.766052,2.163236,-3.57955,-17.199516,-98.180405,-4.108389,-20.091364,,,,,,,,,,,,,,,,,,
700,2.734375,0.000234,7.00E-05,-7.60E-05,-1,-48.276287,-5.23863,31.614323,0.071224,-98.948929,-5.606898,81.013901,0.983688,1.809243,-5.095594,82.802864,0.981654,2.214056,-4.897408,-17.300383,0.97287,-98.179512,-5.354619,-20.059086,0.990565,-98.940483,-5.633732,80.997162,1.863493,-5.129531,82.763161,2.150413,-4.832912,-17.202524,-98.18222,-5.354597,-20.095177,,,,,,,,,,,,,,,,,,
701,2.738281,0.000182,3.60E-05,-5.30E-05,-1,-48.270061,-6.24355,31.635769,0.066886,-98.939308,-6.61467,81.038811,0.984808,1.819003,-6.108206,82.820862,0.982414,2.216913,-5.899519,-17.282377,0.973777,-98.176865,-6.351805,-20.034204,0.992115,-98.930733,-6.647086,81.01947,1.870991,-6.136825,82.780586,2.157699,-5.842317,-17.187151,-98.181244,-6.344574,-20.06481,,,,,,,,,,,,,,,,,,
702,2.742188,0.000178,2.10E-05,-1.80E-05,-1,-48.247093,-6.683461,31.650578,0.065497,-98.914864,-7.051409,81.055153,0.984986,1.843531,-6.551982,82.834152,0.982563,2.238419,-6.342594,-17.269104,0.975111,-98.155472,-6.787861,-20.017885,0.991844,-98.905457,-7.081223,81.035942,1.895491,-6.582232,82.798332,2.181426,-6.285437,-17.176952,-98.162888,-6.78243,-20.050285,,,,,,,,,,,,,,,,,,
703,2.746094,0.000199,8.00E-06,-7.10E-05,-1,-48.229771,-6.327398,31.640627,0.067739,-98.896278,-6.698616,81.046478,0.984514,1.862112,-6.188572,82.822952,0.982219,2.254493,-5.983258,-17.280321,0.974018,-98.139404,-6.439145,-20.026598,0.99151,-98.886627,-6.731766,81.027679,1.91459,-6.216215,82.785011,2.194834,-5.926027,-17.185072,-98.145454,-6.43157,-20.060007,,,,,,,,,,,,,,,,,,
704,2.75,0.000181,-1.10E-05,-8.80E-05,-1,-48.212578,-5.357449,31.61602,0.067475,-98.877159,-5.732275,81.023811,0.984589,1.881279,-5.218682,82.79641,0.981505,2.269786,-5.009725,-17.306864,0.974037,-98.124222,-5.469113,-20.049267,0.992395,-98.868423,-5.760093,81.003784,1.935287,-5.253551,82.754936,2.213569,-4.948847,-17.208393,-98.133675,-5.46383,-20.08075,,,,,,,,,,,,,,,,,,
705,2.753906,0.000173,4.00E-06,-0.000166,-1,-48.212559,-4.093186,31.608765,0.068078,-98.878548,-4.476657,81.015053,0.9846,1.879759,-3.947467,82.790642,0.982216,2.271198,-3.736854,-17.312628,0.972942,-98.12265,-4.211767,-20.058006,0.992164,-98.86953,-4.502224,80.996254,1.931017,-3.982728,82.747513,2.211284,-3.672418,-17.213966,-98.126541,-4.211062,-20.089083,,,,,,,,,,,,,,,,,,
706,2.757813,0.000282,1.70E-05,-6.60E-05,-1,-48.221004,-3.022885,31.622328,0.067264,-98.888367,-3.385335,81.027359,0.984814,1.870003,-2.875997,82.805496,0.98447,2.264116,-2.687431,-17.297804,0.973074,-98.129753,-3.142778,-20.045742,0.990378,-98.871483,-3.418576,81.009712,1.914744,-2.900245,82.773003,2.197697,-2.624924,-17.205709,-98.12957,-3.143537,-20.082298,,,,,,,,,,,,,,,,,,
707,2.761719,0.000163,4.90E-05,-0.000161,-1,-48.232403,-2.550783,31.639627,0.070465,-98.902878,-2.934698,81.041313,0.984441,1.855273,-2.406531,82.826057,0.982705,2.255801,-2.194015,-17.277174,0.969775,-98.137802,-2.66789,-20.031675,0.992614,-98.88916,-2.963449,81.017502,1.90411,-2.442578,82.779556,2.188099,-2.121178,-17.171982,-98.13813,-2.669038,-20.059851,,,,,,,,,,,,,,,,,,
708,2.765625,0.000175,6.00E-05,-7.90E-05,-1,-48.248371,-2.804218,31.63682,0.069093,-98.91993,-3.178681,81.03746,0.984582,1.838271,-2.666932,82.824272,0.983217,2.240896,-2.456859,-17.278948,0.971297,-98.152725,-2.914399,-20.035509,0.991811,-98.904839,-3.212627,81.013588,1.887604,-2.696638,82.78566,2.173396,-2.390423,-17.179817,-98.154076,-2.912015,-20.066032,,,,,,,,,,,,,,,,,,
709,2.769531,0.000234,7.80E-05,-6.00E-05,-1,-48.268097,-3.710752,31.621218,0.069544,-98.941475,-4.077372,81.020042,0.984094,1.816671,-3.569362,82.810501,0.981924,2.222974,-3.371172,-17.292734,0.97338,-98.170563,-3.825102,-20.052937,0.991059,-98.93306,-4.100531,81.00341,1.869628,-3.606113,82.770226,2.161745,-3.305334,-17.195812,-98.174187,-3.827453,-20.08783,,,,,,,,,,,,,,,,,,
710,2.773438,0.000265,6.50E-05,-5.20E-05,-1,-48.274803,-4.939538,31.612188,0.070746,-98.946884,-5.302358,81.012383,0.983792,1.811329,-4.795847,82.800125,0.981457,2.214972,-4.603725,-17.303127,0.97306,-98.178658,-5.056221,-20.060633,0.990945,-98.93679,-5.323466,80.99427,1.865678,-4.836859,82.760315,2.153341,-4.53345,-17.203802,-98.184814,-5.061308,-20.09675,,,,,,,,,,,,,,,,,,
711,2.777344,0.000156,5.40E-05,-5.10E-05,-1,-48.272697,-6.050932,31.625725,0.068285,-98.943756,-6.424361,81.026878,0.984523,1.814488,-5.918455,82.812653,0.981878,2.216067,-5.704617,-17.290558,0.973057,-98.177612,-6.156296,-20.046078,0.992258,-98.938766,-6.447461,81.009651,1.867654,-5.955663,82.766998,2.156603,-5.641088,-17.19294,-98.179054,-6.156017,-20.075632,,,,,,,,,,,,,,,,,,
712,2.78125,0.000199,3.30E-05,-5.00E-05,-1,-48.252193,-6.649861,31.649437,0.065419,-98.921112,-7.018919,81.052826,0.984985,1.837209,-6.513037,82.834183,0.982597,2.234459,-6.307873,-17.26906,0.975244,-98.15934,-6.759614,-20.020206,0.991756,-98.909966,-7.044637,81.032906,1.889023,-6.547453,82.799904,2.17776,-6.246024,-17.176685,-98.168335,-6.759033,-20.053587,,,,,,,,,,,,,,,,,,
713,2.785156,0.0002,-6.00E-06,-6.40E-05,-1,-48.233746,-6.478875,31.646847,0.069103,-98.898857,-6.849299,81.054123,0.984084,1.859583,-6.340587,82.827751,0.98226,2.249148,-6.135526,-17.275524,0.974181,-98.144844,-6.590088,-20.018965,0.990373,-98.88868,-6.876654,81.037964,1.912253,-6.372629,82.792336,2.187737,-6.073485,-17.181656,-98.149384,-6.590101,-20.056484,,,,,,,,,,,,,,,,,,
714,2.789063,0.000121,3.00E-06,-0.000123,-1,-48.2183,-5.634288,31.624559,0.065904,-98.884247,-6.018536,81.030869,0.984908,1.874097,-5.498186,82.806389,0.981533,2.265424,-5.277215,-17.296858,0.974876,-98.128471,-5.743218,-20.042162,0.99278,-98.878029,-6.042195,81.010902,1.92912,-5.536784,82.764862,2.211481,-5.21618,-17.201244,-98.13755,-5.740368,-20.071712,,,,,,,,,,,,,,,,,,
715,2.792969,0.00021,-4.00E-06,-0.000106,-1,-48.213699,-4.378515,31.612423,0.068126,-98.87896,-4.752308,81.019524,0.984498,1.879439,-4.23498,82.793503,0.98226,2.269335,-4.031803,-17.309778,0.973454,-98.124619,-4.494968,-20.053558,0.991663,-98.869621,-4.783364,81.000427,1.931522,-4.264683,82.754128,2.208706,-3.971791,-17.213253,-98.129074,-4.489964,-20.086037,,,,,,,,,,,,,,,,,,
716,2.796875,0.000299,-2.00E-06,-3.80E-05,-1,-48.21748,-3.235358,31.621906,0.071122,-98.883018,-3.593409,81.028831,0.983744,1.875442,-3.089532,82.803207,0.981911,2.26583,-2.904278,-17.300117,0.972678,-98.128166,-3.354215,-20.044296,0.990545,-98.867607,-3.624633,81.008232,1.928187,-3.122225,82.767647,2.201797,-2.837601,-17.200125,-98.136314,-3.353359,-20.082479,,,,,,,,,,,,,,,,,,
717,2.800781,0.000167,5.00E-05,-0.00013,-1,-48.229473,-2.599767,31.64057,0.068823,-98.900093,-2.980155,81.042137,0.984806,1.858093,-2.458306,82.827118,0.982877,2.258871,-2.246511,-17.276112,0.970445,-98.134766,-2.714097,-20.030853,0.993048,-98.882858,-3.010553,81.019699,1.903838,-2.492653,82.779259,2.196185,-2.176154,-17.169359,-98.140022,-2.713609,-20.060875,,,,,,,,,,,,,,,,,,
718,2.804688,0.000172,7.40E-05,-9.60E-05,-1,-48.244297,-2.680729,31.641752,0.067407,-98.917274,-3.057119,81.040916,0.985239,1.840848,-2.542126,82.830666,0.983671,2.246387,-2.331453,-17.272535,0.970356,-98.147148,-2.792218,-20.03203,0.993327,-98.898849,-3.092935,81.017456,1.884313,-2.570686,82.783813,2.182844,-2.265324,-17.167543,-98.150574,-2.787717,-20.060284,,,,,,,,,,,,,,,,,,
719,2.808594,0.000245,6.90E-05,-4.70E-05,-1,-48.263382,-3.438905,31.630661,0.069092,-98.935905,-3.803174,81.030388,0.984099,1.8223,-3.297647,82.819061,0.981993,2.226837,-3.10166,-17.284193,0.974115,-98.166763,-3.553137,-20.042606,0.990702,-98.926056,-3.827216,81.015152,1.87449,-3.332654,82.780853,2.167381,-3.037928,-17.188189,-98.172577,-3.555038,-20.080078,,,,,,,,,,,,,,,,,,
720,2.8125,0.000284,6.60E-05,-0.000102,-1,-48.275993,-4.631452,31.615618,0.065615,-98.948151,-4.997477,81.015724,0.985178,1.810007,-4.480779,82.803673,0.98352,2.213869,-4.292436,-17.299593,0.973782,-98.179695,-4.755118,-20.057318,0.991906,-98.933388,-5.032222,80.994316,1.857995,-4.506898,82.768433,2.153013,-4.23327,-17.205603,-98.185631,-4.74931,-20.089462,,,,,,,,,,,,,,,,,,
721,2.816406,0.000124,5.00E-05,-0.000109,-1,-48.273857,-5.823622,31.626963,0.067747,-98.944443,-6.206135,81.028534,0.984626,1.813758,-5.688545,82.813469,0.981643,2.214454,-5.468273,-17.289732,0.97337,-98.179207,-5.931533,-20.044424,0.992613,-98.938568,-6.232431,81.009132,1.867781,-5.724115,82.768929,2.156402,-5.407214,-17.191525,-98.184013,-5.926876,-20.073332,,,,,,,,,,,,,,,,,,
