Format Version,1.22,Take Name,Section1 No1,Capture Frame Rate,256,Export Frame Rate,256,Capture Start Time,2019-12-12 06.16.58.606 ÂçàÂæ?Total Frames in Take,33104,Total Exported Frames,33104,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Glob,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
809,3.160156,0.000251,3.20E-05,-2.00E-05,-1,-48.19529,-0.158736,31.617611,0.076082,-98.864136,-0.519641,81.021141,0.982728,1.894217,-0.019678,82.802269,0.980761,2.291296,0.175159,-17.301016,0.9701,-98.102539,-0.270785,-20.051922,0.99033,-98.850159,-0.555023,80.997681,1.951223,-0.052818,82.762367,2.2206,0.244546,-17.194263,-98.107719,-0.267518,-20.089041,,,,,,,,,,,,,,,,,,
810,3.164063,0.000279,3.20E-05,-5.20E-05,-1,-48.19516,0.044665,31.620361,0.076301,-98.864014,-0.316737,81.02388,0.98276,1.894318,0.189766,82.805023,0.980786,2.291426,0.379073,-17.298265,0.969553,-98.102379,-0.073441,-20.0492,0.9906,-98.851921,-0.355458,81.001343,1.950603,0.160452,82.761856,2.220024,0.445447,-17.190556,-98.105202,-0.066314,-20.08466,,,,,,,,,,,,,,,,,,
811,3.167969,0.000297,3.80E-05,-7.00E-05,-1,-48.197052,0.16886,31.620718,0.078354,-98.86647,-0.192634,81.023666,0.982265,1.891822,0.317735,82.805969,0.980282,2.290092,0.50337,-17.297323,0.968909,-98.103661,0.046967,-20.049419,0.990189,-98.853485,-0.227955,81.001259,1.949443,0.283504,82.761833,2.217352,0.574937,-17.186935,-98.106903,0.049809,-20.086954,,,,,,,,,,,,,,,,,,
812,3.171875,0.00025,3.20E-05,-0.000103,-1,-48.205551,0.22477,31.62286,0.078221,-98.87439,-0.144615,81.026329,0.982369,1.883876,0.372085,82.807564,0.97977,2.281029,0.567115,-17.295708,0.968518,-98.112717,0.104495,-20.046734,0.991121,-98.860313,-0.179164,81.000381,1.943002,0.33356,82.761368,2.20975,0.64141,-17.181921,-98.119759,0.107869,-20.081638,,,,,,,,,,,,,,,,,,
813,3.175781,0.000301,5.90E-05,-8.50E-05,-1,-48.21077,0.195587,31.619642,0.077897,-98.882301,-0.16699,81.020401,0.982515,1.8759,0.34628,82.807037,0.981012,2.278473,0.53118,-17.296236,0.968233,-98.11515,0.071879,-20.052641,0.990343,-98.866112,-0.202434,80.999153,1.929083,0.313662,82.761002,2.205347,0.604604,-17.183985,-98.117348,0.072724,-20.090696,,,,,,,,,,,,,,,,,,
814,3.179688,0.00028,4.50E-05,-4.20E-05,-1,-48.209507,0.092725,31.617294,0.079039,-98.879608,-0.267601,81.019539,0.982158,1.878682,0.23695,82.80323,0.9802,2.278324,0.426061,-17.300058,0.968346,-98.115433,-0.02451,-20.053516,0.990256,-98.864861,-0.305969,80.994995,1.936655,0.203837,82.75972,2.204123,0.498163,-17.187824,-98.119591,-0.019767,-20.090776,,,,,,,,,,,,,,,,,,
815,3.183594,0.000293,5.50E-05,-3.10E-05,-1,-48.208363,-0.088463,31.617098,0.078986,-98.879547,-0.446368,81.018257,0.98204,1.878724,0.056029,82.804108,0.98,2.280526,0.242469,-17.299168,0.969135,-98.113167,-0.205983,-20.05479,0.989839,-98.867256,-0.480634,80.996521,1.937676,0.021226,82.761101,2.207458,0.314041,-17.189133,-98.116997,-0.203252,-20.093309,,,,,,,,,,,,,,,,,,
816,3.1875,0.000221,5.00E-05,-1.80E-05,-1,-48.207447,-0.342696,31.619869,0.076693,-98.878067,-0.706453,81.021553,0.982448,1.880229,-0.206827,82.80632,0.97989,2.280884,-0.005977,-17.296936,0.970682,-98.112854,-0.451527,-20.05146,0.990287,-98.867241,-0.741602,80.996376,1.942308,-0.241782,82.76825,2.21034,0.062324,-17.19145,-98.119843,-0.445872,-20.087406,,,,,,,,,,,,,,,,,,
817,3.191406,0.00021,4.60E-05,-7.10E-05,-1,-48.205578,-0.660145,31.619888,0.076419,-98.875832,-1.030241,81.021904,0.982831,1.88243,-0.520095,82.806007,0.980742,2.282396,-0.317117,-17.297245,0.968907,-98.111305,-0.773129,-20.051107,0.991101,-98.858116,-1.068455,80.997589,1.936831,-0.552481,82.760895,2.212503,-0.24641,-17.184717,-98.118904,-0.767372,-20.08757,,,,,,,,,,,,,,,,,,
818,3.195313,0.000166,6.00E-05,-0.000119,-1,-48.203655,-1.035375,31.615246,0.073311,-98.875198,-1.414747,81.015869,0.983827,1.882967,-0.895054,82.802711,0.982171,2.2856,-0.683132,-17.300501,0.968437,-98.107994,-1.148569,-20.0571,0.992253,-98.855064,-1.45014,80.988304,1.932852,-0.929777,82.757423,2.215065,-0.607626,-17.189445,-98.112801,-1.147287,-20.088373,,,,,,,,,,,,,,,,,,
819,3.199219,0.000305,3.20E-05,-7.80E-05,-1,-48.202236,-1.464648,31.617035,0.06934,-98.871048,-1.826128,81.020592,0.984376,1.887262,-1.314285,82.801666,0.983224,2.284318,-1.130146,-17.30163,0.972044,-98.109467,-1.588031,-20.0525,0.991015,-98.850929,-1.866191,80.998016,1.935016,-1.33823,82.76683,2.218397,-1.067923,-17.202141,-98.116508,-1.581683,-20.088911,,,,,,,,,,,,,,,,,,
820,3.203125,0.000236,3.30E-05,-5.20E-05,-1,-48.206699,-1.959814,31.618748,0.075229,-98.875702,-2.325452,81.022087,0.982644,1.882624,-1.819008,82.803574,0.979846,2.280038,-1.621213,-17.299692,0.972058,-98.113762,-2.073586,-20.050964,0.990222,-98.86702,-2.35672,81.000641,1.944134,-1.854402,82.764915,2.214279,-1.556398,-17.196613,-98.121468,-2.069224,-20.088562,,,,,,,,,,,,,,,,,,
821,3.207031,0.000173,4.40E-05,-0.000163,-1,-48.212917,-2.494074,31.618486,0.073195,-98.882858,-2.877275,81.020714,0.983418,1.875304,-2.34861,82.804382,0.98052,2.274766,-2.13801,-17.298859,0.971048,-98.118874,-2.6124,-20.052284,0.991819,-98.873116,-2.910617,80.997658,1.932798,-2.38323,82.759323,2.210251,-2.07331,-17.192965,-98.125397,-2.605433,-20.084421,,,,,,,,,,,,,,,,,,
822,3.210938,0.000305,3.20E-05,-6.50E-05,-1,-48.220108,-3.049817,31.617508,0.070651,-98.888893,-3.40998,81.02108,0.983711,1.869407,-2.900593,82.802116,0.982041,2.266422,-2.716627,-17.301172,0.973693,-98.127365,-3.172068,-20.051991,0.989904,-98.876541,-3.442649,81.004074,1.922741,-2.928505,82.768089,2.202872,-2.656327,-17.205677,-98.133194,-3.168825,-20.091476,,,,,,,,,,,,,,,,,,
823,3.214844,0.000273,3.40E-05,-3.70E-05,-1,-48.22398,-3.658609,31.619135,0.072395,-98.893066,-4.019082,81.022415,0.983218,1.86526,-3.515485,82.804039,0.980453,2.262849,-3.325131,-17.299246,0.973573,-98.130959,-3.774739,-20.050659,0.990361,-98.883095,-4.04778,81.003944,1.923489,-3.550779,82.76651,2.20186,-3.261774,-17.199141,-98.141418,-3.771558,-20.089666,,,,,,,,,,,,,,,,,,
824,3.21875,0.000199,5.10E-05,-0.000116,-1,-48.225544,-4.266889,31.622871,0.074095,-98.896187,-4.64272,81.024437,0.983008,1.862012,-4.12352,82.809418,0.979956,2.262816,-3.918154,-17.293821,0.971904,-98.130821,-4.383163,-20.048555,0.991037,-98.889839,-4.673078,81.003845,1.922569,-4.159381,82.766342,2.198565,-3.85419,-17.190376,-98.136963,-4.377414,-20.082731,,,,,,,,,,,,,,,,,,
825,3.222656,0.000262,5.20E-05,-2.00E-05,-1,-48.225338,-4.883909,31.629757,0.0744,-98.896187,-5.243799,81.031242,0.98259,1.862098,-4.743719,82.816422,0.97943,2.263222,-4.551018,-17.286837,0.973807,-98.130501,-4.997099,-20.041798,0.989772,-98.893097,-5.272428,81.012665,1.926961,-4.779694,82.779984,2.199869,-4.490309,-17.189304,-98.13768,-4.992,-20.079771,,,,,,,,,,,,,,,,,,
826,3.226563,0.000168,3.00E-05,-8.50E-05,-1,-48.224167,-5.49871,31.630114,0.071831,-98.892815,-5.874468,81.033722,0.983493,1.865473,-5.361559,82.814636,0.979798,2.262227,-5.150065,-17.288607,0.972952,-98.131554,-5.608747,-20.039289,0.991926,-98.889275,-5.901631,81.010361,1.92826,-5.401197,82.77272,2.201035,-5.086687,-17.18784,-98.139427,-5.602746,-20.069439,,,,,,,,,,,,,,,,,,
827,3.230469,0.000192,1.90E-05,-5.70E-05,-1,-48.219635,-6.082716,31.63204,0.073006,-98.887199,-6.453195,81.036804,0.983207,1.871165,-5.945968,82.815422,0.979993,2.265677,-5.739318,-17.287836,0.972609,-98.128197,-6.192385,-20.036236,0.991186,-98.882339,-6.48327,81.015411,1.93279,-5.981912,82.774216,2.202453,-5.676593,-17.186899,-98.134529,-6.186164,-20.06917,,,,,,,,,,,,,,,,,,
828,3.234375,0.000221,1.70E-05,-4.10E-05,-1,-48.213612,-6.661934,31.632467,0.072565,-98.88102,-7.027949,81.037437,0.983196,1.877379,-6.523769,82.815674,0.981018,2.271537,-6.322966,-17.287601,0.9734,-98.12236,-6.773054,-20.035627,0.989821,-98.869942,-7.062659,81.016251,1.936175,-6.553807,82.78376,2.206004,-6.261559,-17.190714,-98.130272,-6.767416,-20.074228,,,,,,,,,,,,,,,,,,
829,3.238281,0.000142,-1.80E-05,-3.70E-05,-1,-48.205719,-7.218596,31.636406,0.073156,-98.869682,-7.592003,81.044838,0.982998,1.88883,-7.089003,82.816139,0.978839,2.276026,-6.87231,-17.287125,0.973577,-98.11805,-7.321067,-20.028233,0.99143,-98.868729,-7.615978,81.026833,1.952934,-7.130283,82.770569,2.218719,-6.810788,-17.184608,-98.127693,-7.315564,-20.062366,,,,,,,,,,,,,,,,,,
830,3.242188,0.000114,-3.00E-05,-2.10E-05,-1,-48.200287,-7.725586,31.638987,0.076731,-98.863068,-8.100121,81.048622,0.982515,1.895499,-7.600372,82.81752,0.979168,2.280291,-7.378193,-17.285746,0.97025,-98.113869,-7.823658,-20.024448,0.991336,-98.858864,-8.133611,81.021439,1.961169,-7.638291,82.774506,2.210346,-7.310584,-17.179348,-98.11795,-7.815945,-20.054527,,,,,,,,,,,,,,,,,,
831,3.246094,0.000151,-4.10E-05,2.00E-06,-1,-48.204521,-8.20134,31.641401,0.072613,-98.866249,-8.569972,81.05217,0.983123,1.892388,-8.07469,82.818832,0.979781,2.275005,-7.859806,-17.284449,0.973763,-98.11924,-8.30089,-20.020943,0.99072,-98.860817,-8.602604,81.031143,1.954934,-8.107295,82.781639,2.213604,-7.801392,-17.185417,-98.129265,-8.291141,-20.056549,,,,,,,,,,,,,,,,,,
832,3.25,1.00E-04,-2.50E-05,-3.30E-05,-1,-48.212688,-8.626481,31.644892,0.073558,-98.875885,-9.003675,81.054085,0.982911,1.882665,-8.501448,82.82386,0.979069,2.2683,-8.276448,-17.279402,0.973372,-98.125832,-8.724355,-20.018976,0.99109,-98.870888,-9.036027,81.029114,1.948973,-8.538693,82.786812,2.20622,-8.215201,-17.17852,-98.137695,-8.714268,-20.052647,,,,,,,,,,,,,,,,,,
833,3.253906,1.50E-05,-4.90E-05,-3.40E-05,-1,-48.216103,-9.000869,31.646427,0.075034,-98.876968,-9.386518,81.057945,0.982797,1.881652,-8.88445,82.823059,0.978726,2.262585,-8.642463,-17.280169,0.970871,-98.131668,-9.090044,-20.01511,0.992572,-98.870232,-9.421317,81.028214,1.946699,-8.924009,82.777,2.199586,-8.576776,-17.170113,-98.144058,-9.077606,-20.043245,,,,,,,,,,,,,,,,,,
834,3.257813,1.00E-05,-4.10E-05,-1.10E-05,-1,-48.221172,-9.305779,31.650848,0.078353,-98.882813,-9.689676,81.061584,0.98197,1.875821,-9.192282,82.828239,0.97849,2.258267,-8.949121,-17.274986,0.970621,-98.135963,-9.392036,-20.01144,0.990566,-98.874557,-9.723084,81.036392,1.941768,-9.231577,82.786316,2.190561,-8.880153,-17.16534,-98.146255,-9.384469,-20.047756,,,,,,,,,,,,,,,,,,
835,3.261719,0.00012,-5.10E-05,3.60E-05,-1,-48.230499,-9.546023,31.656452,0.077693,-98.891228,-9.914233,81.068245,0.982181,1.867477,-9.426019,82.83284,0.979185,2.24803,-9.20493,-17.270428,0.97053,-98.146286,-9.638912,-20.004862,0.990411,-98.881882,-9.952165,81.044212,1.93062,-9.459643,82.791313,2.179397,-9.139065,-17.162106,-98.154533,-9.628991,-20.041618,,,,,,,,,,,,,,,,,,
836,3.265625,0.000135,-3.30E-05,6.00E-06,-1,-48.235283,-9.718298,31.657097,0.075445,-98.897743,-10.088103,81.067101,0.982735,1.860861,-9.593637,82.835281,0.979859,2.244983,-9.375607,-17.267994,0.971144,-98.149223,-9.815846,-20.005997,0.990817,-98.885963,-10.126146,81.041496,1.922024,-9.62694,82.796257,2.177692,-9.31013,-17.161821,-98.159294,-9.806628,-20.04166,,,,,,,,,,,,,,,,,,
837,3.269531,0.000152,-1.20E-05,-3.30E-05,-1,-48.236931,-9.819306,31.657375,0.073176,-98.901482,-10.191375,81.065224,0.983276,1.857013,-9.688963,82.8377,0.981192,2.245396,-9.474349,-17.265566,0.971904,-98.148659,-9.92254,-20.007853,0.990452,-98.89183,-10.225961,81.042282,1.915293,-9.720388,82.801468,2.176755,-9.410044,-17.166506,-98.152176,-9.917389,-20.042431,,,,,,,,,,,,,,,,,,
838,3.273438,0.000151,-2.80E-05,2.80E-05,-1,-48.232315,-9.851839,31.661947,0.072454,-98.895287,-10.217793,81.071449,0.983413,1.863331,-9.727867,82.84063,0.980822,2.248451,-9.512976,-17.262646,0.972332,-98.145744,-9.948722,-20.001642,0.990979,-98.885246,-10.253235,81.047897,1.922058,-9.759651,82.803268,2.182969,-9.449891,-17.162197,-98.153175,-9.940883,-20.035723,,,,,,,,,,,,,,,,,,
839,3.277344,0.000145,-3.20E-05,-8.00E-06,-1,-48.23,-9.810706,31.662676,0.07222,-98.892509,-10.180896,81.072624,0.98344,1.866084,-9.683729,82.840919,0.980639,2.25031,-9.467626,-17.262362,0.972575,-98.143875,-9.910576,-20.000473,0.991126,-98.881737,-10.217225,81.046806,1.925932,-9.715743,82.805542,2.185414,-9.40481,-17.161777,-98.153557,-9.901753,-20.034296,,,,,,,,,,,,,,,,,,
840,3.28125,0.000141,-5.60E-05,1.70E-05,-1,-48.223301,-9.695622,31.66316,0.074976,-98.883476,-10.063693,81.075516,0.982907,1.875233,-9.571452,82.839012,0.980366,2.254691,-9.354654,-17.264288,0.97097,-98.139656,-9.79269,-19.997608,0.990781,-98.875732,-10.098637,81.050079,1.936867,-9.605203,82.800476,2.184303,-9.288256,-17.161938,-98.143166,-9.785876,-20.029913,,,,,,,,,,,,,,,,,,
841,3.285156,0.000111,-4.80E-05,-2.00E-05,-1,-48.221794,-9.506879,31.661533,0.080965,-98.882805,-9.881649,81.072983,0.981598,1.875833,-9.382118,82.838264,0.978567,2.257027,-9.159253,-17.265007,0.968303,-98.137238,-9.604494,-20.000107,0.990566,-98.870476,-9.922143,81.045624,1.939988,-9.417846,82.793175,2.184366,-9.087896,-17.149248,-98.145988,-9.594319,-20.036692,,,,,,,,,,,,,,,,,,
842,3.289063,7.30E-05,-4.30E-05,-7.00E-06,-1,-48.221832,-9.254032,31.658739,0.079508,-98.883347,-9.631212,81.069656,0.981806,1.875285,-9.134423,82.835991,0.978344,2.257478,-8.904029,-17.267267,0.9696,-98.136765,-9.346464,-20.003408,0.990742,-98.875366,-9.664176,81.042801,1.94215,-9.175965,82.792076,2.187329,-8.831886,-17.155758,-98.145081,-9.340577,-20.038168,,,,,,,,,,,,,,,,,,
843,3.292969,5.80E-05,-2.80E-05,-4.70E-05,-1,-48.22496,-8.932082,31.662804,0.076234,-98.887901,-9.314834,81.072212,0.9824,1.87064,-8.810064,82.84153,0.97752,2.255783,-8.576537,-17.261705,0.971757,-98.138351,-9.026893,-20.000826,0.992087,-98.884735,-9.344813,81.045792,1.940149,-8.853999,82.795242,2.195045,-8.511192,-17.151827,-98.152473,-9.016056,-20.032251,,,,,,,,,,,,,,,,,,
844,3.296875,0.000121,-1.80E-05,4.00E-05,-1,-48.227177,-8.549955,31.660545,0.071391,-98.891106,-8.917619,81.069054,0.983439,1.867484,-8.430193,82.840187,0.979726,2.254534,-8.209407,-17.263065,0.974012,-98.13961,-8.642605,-20.004,0.991431,-98.886986,-8.94615,81.044289,1.932399,-8.468934,82.8041,2.193465,-8.147236,-17.165688,-98.149925,-8.635588,-20.035585,,,,,,,,,,,,,,,,,,
845,3.300781,0.000174,-1.70E-05,2.70E-05,-1,-48.229053,-8.097527,31.653963,0.07277,-98.893105,-8.4613,81.062378,0.983283,1.865465,-7.970978,82.83374,0.980794,2.252784,-7.76082,-17.269545,0.972564,-98.141357,-8.19701,-20.010717,0.990589,-98.883514,-8.49654,81.040916,1.924279,-8.001678,82.796272,2.187748,-7.699639,-17.169846,-98.147827,-8.18929,-20.046402,,,,,,,,,,,,,,,,,,
846,3.304688,1.00E-04,1.30E-05,-2.70E-05,-1,-48.226627,-7.603735,31.65222,0.073404,-98.893578,-7.980287,81.057564,0.983187,1.864836,-7.479439,82.834991,0.979898,2.258077,-7.254342,-17.268232,0.972018,-98.135841,-7.700873,-20.01544,0.991493,-98.88356,-8.017135,81.032158,1.926298,-7.513364,82.794777,2.194654,-7.191942,-17.163944,-98.1465,-7.69059,-20.048918,,,,,,,,,,,,,,,,,,
847,3.308594,0.000153,8.00E-06,-1.00E-05,-1,-48.223976,-7.080044,31.647604,0.070068,-98.890488,-7.449613,81.053452,0.983845,1.867957,-6.951946,82.82991,0.980606,2.260298,-6.737576,-17.27334,0.973921,-98.133667,-7.181041,-20.01959,0.99156,-98.885025,-7.478704,81.031105,1.928536,-6.987705,82.79213,2.199794,-6.677285,-17.176699,-98.141678,-7.174418,-20.051226,,,,,,,,,,,,,,,,,,
848,3.3125,0.000229,5.00E-06,-3.50E-05,-1,-48.216694,-6.503983,31.645649,0.071909,-98.882912,-6.868615,81.051842,0.983415,1.875527,-6.365663,82.827644,0.981388,2.267294,-6.166388,-17.275639,0.973251,-98.126678,-6.615267,-20.021248,0.990037,-98.870354,-6.899555,81.031349,1.931992,-6.39839,82.794327,2.20255,-6.101198,-17.178076,-98.134491,-6.613566,-20.059956,,,,,,,,,,,,,,,,,,
849,3.316406,0.000144,1.40E-05,-9.80E-05,-1,-48.21648,-5.901384,31.645473,0.075088,-98.88356,-6.280818,81.050667,0.982754,1.874775,-5.765425,82.828415,0.97995,2.268359,-5.549092,-17.274826,0.971662,-98.125488,-6.010201,-20.022362,0.990545,-98.875122,-6.31142,81.028526,1.936142,-5.802466,82.788269,2.201942,-5.48198,-17.171318,-98.132095,-6.006098,-20.058184,,,,,,,,,,,,,,,,,,
850,3.320313,0.00021,5.00E-06,-4.00E-05,-1,-48.214432,-5.292883,31.637695,0.074593,-98.88063,-5.659904,81.043884,0.982848,1.8778,-5.15592,82.819687,0.980434,2.269525,-4.95292,-17.283596,0.971963,-98.124428,-5.402792,-20.02919,0.990163,-98.870949,-5.691852,81.022423,1.937802,-5.190405,82.782158,2.202344,-4.887078,-17.182083,-98.13044,-5.398983,-20.06617,,,,,,,,,,,,,,,,,,
851,3.324219,0.000263,2.80E-05,-3.20E-05,-1,-48.214592,-4.649994,31.637016,0.074131,-98.883049,-5.01098,81.040947,0.982824,1.875319,-4.508517,82.821266,0.979913,2.2716,-4.316012,-17.282013,0.972894,-98.122238,-4.76447,-20.032124,0.990238,-98.875,-5.043044,81.020271,1.937231,-4.542821,82.783653,2.207652,-4.253624,-17.181391,-98.130806,-4.758408,-20.069695,,,,,,,,,,,,,,,,,,
852,3.328125,0.000186,4.10E-05,-0.000112,-1,-48.216351,-4.029613,31.629414,0.077436,-98.886017,-4.406261,81.031975,0.9823,1.872219,-3.887899,82.81498,0.979627,2.271041,-3.68007,-17.288271,0.970283,-98.122658,-4.144221,-20.041029,0.990353,-98.87616,-4.4354,81.011589,1.932335,-3.926879,82.770241,2.203103,-3.609269,-17.179382,-98.128563,-4.142763,-20.078745,,,,,,,,,,,,,,,,,,
853,3.332031,0.000268,4.00E-05,-5.60E-05,-1,-48.223347,-3.398493,31.629461,0.075083,-98.893013,-3.761438,81.032127,0.982642,1.865275,-3.254066,82.814964,0.98039,2.26406,-3.062554,-17.288309,0.972301,-98.129707,-3.515913,-20.04093,0.989583,-98.880096,-3.793646,81.010475,1.925144,-3.288691,82.780762,2.197016,-2.995376,-17.186646,-98.138786,-3.51383,-20.08148,,,,,,,,,,,,,,,,,,
854,3.335938,0.000215,5.10E-05,-9.60E-05,-1,-48.228477,-2.801706,31.624161,0.071132,-98.899216,-3.173925,81.025658,0.984003,1.859002,-2.658626,82.810791,0.98185,2.259981,-2.456559,-17.292459,0.971156,-98.133667,-2.917715,-20.047348,0.991858,-98.882668,-3.211445,81.00071,1.911491,-2.688502,82.770348,2.19473,-2.391298,-17.187969,-98.141975,-2.91062,-20.080324,,,,,,,,,,,,,,,,,,
855,3.339844,0.000227,5.30E-05,-0.000101,-1,-48.225117,-2.251779,31.616699,0.076545,-98.895996,-2.623275,81.018059,0.982575,1.862213,-2.107085,82.803474,0.979602,2.263479,-1.907346,-17.299782,0.970216,-98.130165,-2.369412,-20.054951,0.991063,-98.887573,-2.652381,80.99588,1.922741,-2.146774,82.757393,2.196219,-1.836855,-17.19076,-98.135986,-2.366813,-20.089472,,,,,,,,,,,,,,,,,,
856,3.34375,0.00028,6.00E-05,-6.30E-05,-1,-48.21994,-1.72448,31.617907,0.07387,-98.891563,-2.086956,81.018585,0.982938,1.866654,-1.578123,82.805389,0.980685,2.269387,-1.389002,-17.297882,0.972653,-98.124252,-1.84384,-20.054457,0.989854,-98.877739,-2.123842,80.996292,1.925347,-1.608396,82.772163,2.203354,-1.326186,-17.19706,-98.134613,-1.836948,-20.094307,,,,,,,,,,,,,,,,,,
857,3.347656,0.00025,6.90E-05,-9.90E-05,-1,-48.208187,-1.258447,31.615988,0.074696,-98.88063,-1.627421,81.015762,0.98329,1.87752,-1.111532,82.804337,0.982003,2.28196,-0.916511,-17.298906,0.969181,-98.111603,-1.378322,-20.057236,0.99083,-98.859421,-1.670105,80.989487,1.929255,-1.138922,82.765091,2.209521,-0.847271,-17.190781,-98.117538,-1.372291,-20.093517,,,,,,,,,,,,,,,,,,
858,3.351563,0.000175,4.70E-05,-0.000118,-1,-48.200638,-0.857827,31.616583,0.074567,-98.87088,-1.236193,81.018539,0.983549,1.887318,-0.716663,82.802742,0.981471,2.287336,-0.506579,-17.300489,0.967903,-98.106323,-0.971871,-20.054457,0.992511,-98.850212,-1.272544,80.990051,1.938354,-0.752918,82.75486,2.217439,-0.430277,-17.185358,-98.114029,-0.968651,-20.086044,,,,,,,,,,,,,,,,,,
859,3.355469,0.000202,1.30E-05,-2.50E-05,-1,-48.19503,-0.499784,31.620316,0.076717,-98.862007,-0.865986,81.025711,0.982548,1.896404,-0.365182,82.803085,0.979902,2.289709,-0.160641,-17.300184,0.970071,-98.104225,-0.607329,-20.047344,0.990762,-98.852211,-0.898861,81.001434,1.957377,-0.401713,82.760475,2.219809,-0.091276,-17.192726,-98.109261,-0.602823,-20.081829,,,,,,,,,,,,,,,,,,
860,3.359375,0.000218,2.40E-05,-4.00E-05,-1,-48.189987,-0.205575,31.61648,0.077702,-98.858032,-0.571755,81.02079,0.982364,1.900341,-0.067867,82.800331,0.980184,2.295796,0.133557,-17.302938,0.969436,-98.098053,-0.316234,-20.052258,0.990314,-98.843742,-0.610108,80.995499,1.959759,-0.100891,82.759872,2.223293,0.203587,-17.193802,-98.104439,-0.310412,-20.088987,,,,,,,,,,,,,,,,,,
861,3.363281,0.000275,3.90E-05,-5.70E-05,-1,-48.187893,0.012667,31.622484,0.079124,-98.85746,-0.349693,81.025261,0.982063,1.900826,0.157944,82.807892,0.980317,2.299417,0.348027,-17.295395,0.968755,-98.094345,-0.10561,-20.04781,0.989741,-98.842613,-0.386726,81.002159,1.95868,0.124579,82.766022,2.225124,0.4203,-17.184916,-98.09803,-0.102863,-20.087049,,,,,,,,,,,,,,,,,,
862,3.367188,0.000233,2.80E-05,-6.40E-05,-1,-48.190929,0.153776,31.623949,0.078907,-98.859413,-0.213435,81.027794,0.982259,1.898907,0.295467,82.808273,0.98018,2.2953,0.493944,-17.295002,0.967995,-98.098518,0.039128,-20.045265,0.99066,-98.845459,-0.252403,81.002182,1.95723,0.262157,82.763008,2.220859,0.565482,-17.182289,-98.101677,0.04473,-20.080542,,,,,,,,,,,,,,,,,,
863,3.371094,0.000233,3.10E-05,-6.70E-05,-1,-48.198181,0.221701,31.624586,0.077741,-98.866898,-0.145873,81.028191,0.98252,1.891423,0.363673,82.809135,0.980512,2.288278,0.56223,-17.294128,0.968478,-98.105522,0.106773,-20.044859,0.990749,-98.852539,-0.183195,81.006317,1.946645,0.331269,82.761597,2.216959,0.632486,-17.181456,-98.109009,0.111959,-20.081459,,,,,,,,,,,,,,,,,,
864,3.375,0.000261,5.20E-05,-6.00E-05,-1,-48.205616,0.210716,31.621906,0.077921,-98.876465,-0.153254,81.023354,0.982625,1.881782,0.354915,82.808617,0.980751,2.282951,0.547673,-17.294649,0.967557,-98.110733,0.093532,-20.049677,0.991147,-98.862083,-0.193329,80.996254,1.938469,0.322782,82.762833,2.207288,0.619761,-17.182419,-98.111916,0.099644,-20.082193,,,,,,,,,,,,,,,,,,
865,3.378906,0.000267,5.20E-05,-4.70E-05,-1,-48.207165,0.123136,31.620533,0.077352,-98.877975,-0.238884,81.022034,0.982526,1.880284,0.266596,82.80719,0.980704,2.281368,0.458153,-17.296083,0.969105,-98.112328,0.00668,-20.051006,0.990314,-98.864693,-0.275231,80.998459,1.937675,0.233455,82.765007,2.207949,0.529021,-17.187817,-98.114662,0.010206,-20.087011,,,,,,,,,,,,,,,,,,
866,3.382813,0.000269,4.10E-05,-8.00E-06,-1,-48.202675,-0.0452,31.619177,0.077958,-98.87249,-0.403134,81.021729,0.982165,1.88585,0.094562,82.804794,0.980212,2.284866,0.285747,-17.298487,0.970168,-98.108917,-0.157974,-20.051327,0.989497,-98.860214,-0.438034,81.002098,1.944099,0.062285,82.763702,2.213912,0.353739,-17.191221,-98.113495,-0.154405,-20.091818,,,,,,,,,,,,,,,,,,
867,3.386719,0.000256,5.40E-05,-6.60E-05,-1,-48.200981,-0.285693,31.623579,0.078046,-98.871971,-0.65077,81.024872,0.982247,1.886271,-0.141495,82.810432,0.980125,2.287731,0.052363,-17.292831,0.969531,-98.105949,-0.402869,-20.048153,0.990051,-98.858704,-0.688131,80.997627,1.947808,-0.175763,82.772903,2.21334,0.123317,-17.185688,-98.111084,-0.39813,-20.084433,,,,,,,,,,,,,,,,,,
868,3.390625,0.000195,3.60E-05,-4.70E-05,-1,-48.20216,-0.591374,31.623844,0.077854,-98.871407,-0.960585,81.026894,0.98245,1.886908,-0.455331,82.808929,0.979865,2.284821,-0.249236,-17.294321,0.968685,-98.108971,-0.700343,-20.046122,0.991146,-98.859329,-0.997568,81.000061,1.947168,-0.490569,82.764008,2.212599,-0.178125,-17.18272,-98.113983,-0.693682,-20.079363,,,,,,,,,,,,,,,,,,
